         198668384 function calls (193956861 primitive calls) in 279.605 seconds

   Ordered by: call count

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    18983    0.006    0.000    0.006    0.000 ops.py:3156(_set_control_flow_context)
    18816    0.186    0.000    0.249    0.000 {built-in method numpy.array}
    18783    1.114    0.000    1.115    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_Py_FastPathExecute}
    18621    0.048    0.000    0.128    0.000 op_def_library.py:173(_MakeType)
    18604    0.025    0.000    0.100    0.000 nest.py:631(<listcomp>)
    18604    0.029    0.000    0.605    0.000 nest.py:635(<listcomp>)
    18604    0.135    0.000    0.983    0.000 nest.py:573(map_structure)
    18558    0.011    0.000    0.011    0.000 ops.py:5087(_control_dependencies_stack)
    18334    0.012    0.000    0.012    0.000 traceable_stack.py:30(__init__)
    18312    0.018    0.000    0.022    0.000 data_structures.py:383(__len__)
    18243    0.031    0.000    0.042    0.000 weakref.py:432(get)
18151/10025    0.064    0.000    0.312    0.000 layer_utils.py:234(filter_empty_layer_containers)
    18137    0.036    0.000    0.077    0.000 tf_decorator.py:200(unwrap)
    18110    0.009    0.000    0.009    0.000 context.py:135(config_proto_serialized)
    17952    0.042    0.000    0.042    0.000 def_function.py:752(_get_tracing_count)
    17823    0.023    0.000    0.064    0.000 ops.py:3868(_get_op_def)
    17765    0.019    0.000    0.019    0.000 {built-in method tensorflow.python._pywrap_utils.IsMutableMapping}
    17765    0.114    0.000    0.263    0.000 nest.py:129(_sequence_like)
17765/16546    0.088    0.000    0.254    0.000 nest.py:461(_packed_nest_with_indices)
    17741    0.072    0.000    0.152    0.000 tf_decorator.py:67(make_decorator)
    17741    0.043    0.000    0.054    0.000 tf_decorator.py:236(__init__)
    17737    0.005    0.000    0.005    0.000 ops.py:113(tensor_id)
    17668    0.005    0.000    0.005    0.000 data_structures.py:333(_values)
    17644    0.128    0.000    0.128    0.000 {method '_numpy_internal' of 'tensorflow.python.framework.ops.EagerTensor' objects}
    17644    0.020    0.000    0.149    0.000 ops.py:1027(_numpy)
    17569    0.031    0.000    0.031    0.000 op_def_library.py:38(_Attr)
    17435    0.004    0.000    0.004    0.000 tf_decorator.py:262(decorated_target)
    17421    0.002    0.000    0.002    0.000 inspect.py:2521(default)
    17359    0.030    0.000    0.041    0.000 traceable_stack.py:75(copy_metadata)
    17332    0.012    0.000    0.012    0.000 context.py:818(device_spec)
    17332    0.016    0.000    0.016    0.000 context.py:823(_set_device)
    17286    0.012    0.000    0.018    0.000 api.py:148(autograph_artifact)
    17277    0.006    0.000    0.006    0.000 {method '_datatype_enum' of 'tensorflow.python.framework.ops.EagerTensor' objects}
    17236    0.026    0.000    0.026    0.000 weakref.py:395(__getitem__)
    17230    0.086    0.000    0.086    0.000 weakref.py:435(__contains__)
    17215    0.018    0.000    0.053    0.000 context.py:2001(graph_mode)
    17215    0.018    0.000    0.085    0.000 ops.py:3886(as_default)
    17100    0.004    0.000    0.004    0.000 __init__.py:167(value)
    17100    0.013    0.000    0.030    0.000 __init__.py:264(get_verbosity)
    17100    0.009    0.000    0.013    0.000 _flagvalues.py:461(__getitem__)
    17088    0.075    0.000    0.273    0.000 custom_gradient.py:45(copy_handle_data)
    17005    0.017    0.000    0.023    0.000 ops.py:1033(dtype)
    16465    0.071    0.000    0.403    0.000 {method 'extendleft' of 'collections.deque' objects}
    16464    0.041    0.000    0.185    0.000 contextlib.py:210(contextmanager)
    16464    0.018    0.000    0.018    0.000 functools.py:67(wraps)
    16464    0.032    0.000    0.340    0.000 tf_contextlib.py:25(contextmanager)
    16431    0.056    0.000    0.517    0.000 func_graph.py:362(as_default)
    16383    0.011    0.000    0.011    0.000 {built-in method tensorflow.python._pywrap_utils.IsCompositeTensor}
    16373    0.010    0.000    0.010    0.000 {built-in method tensorflow.python._pywrap_utils.IsTypeSpec}
    16363    0.059    0.000    0.059    0.000 {built-in method tensorflow.python._pywrap_utils.IsNamedtuple}
    16363    0.011    0.000    0.011    0.000 {built-in method tensorflow.python._pywrap_utils.IsMapping}
    16363    0.008    0.000    0.008    0.000 {built-in method tensorflow.python._pywrap_utils.IsMappingView}
    16363    0.009    0.000    0.009    0.000 {built-in method tensorflow.python._pywrap_utils.IsAttrs}
    16363    0.014    0.000    0.074    0.000 nest.py:104(_is_namedtuple)
    16162    0.051    0.000    0.084    0.000 ops.py:2979(_variable_creator_scope)
    16077    0.023    0.000    0.082    0.000 func_graph.py:1055(device_stack_has_callable)
    16004    0.008    0.000    0.010    0.000 gradients_util.py:428(<listcomp>)
    16004    0.013    0.000    0.164    0.000 gradients_util.py:414(_NonEagerInputs)
    15840    0.025    0.000    0.104    0.000 distribute_lib.py:296(_require_cross_replica_or_default_context_extended)
    15724    0.008    0.000    0.074    0.000 ops.py:535(get_shape)
    15620    0.006    0.000    0.006    0.000 {method 'setdefault' of 'dict' objects}
    15606    0.018    0.000    0.039    0.000 resource_variable_ops.py:2127(is_resource_variable)
    15430    0.156    0.000    0.609    0.000 function.py:2977(_cache_key)
15430/14494    0.098    0.000   27.587    0.002 function.py:3147(_maybe_define_function)
    15427    0.016    0.000    0.016    0.000 weakref.py:408(__setitem__)
    15423    0.006    0.000    0.007    0.000 gradients_util.py:956(<genexpr>)
    15360    0.041    0.000    0.222    0.000 variable_scope.py:2738(variable_creator_scope)
    15360    0.041    0.000    0.132    0.000 optimizer_v2.py:735(add_slot)
    15360    0.029    0.000    0.078    0.000 optimizer_v2.py:773(get_slot)
    15228    0.097    0.000    1.224    0.000 function.py:2513(canonicalize_function_inputs)
    15202    0.101    0.000    0.113    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_Py_EncodeArg}
    15148    0.248    0.000    0.281    0.000 constant_op.py:70(convert_to_eager_tensor)
    15148    0.022    0.000    0.303    0.000 constant_op.py:298(_constant_eager_impl)
    14933    0.011    0.000    0.011    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_Py_TapeSetIsStopped}
    14675    0.018    0.000    0.040    0.000 ops.py:6051(_get_graph_from_inputs)
    14675    0.020    0.000    0.049    0.000 op_def_library.py:87(<listcomp>)
    14675    0.015    0.000    0.037    0.000 op_def_library.py:89(<listcomp>)
    14675    0.024    0.000    0.109    0.000 op_def_library.py:84(_Flatten)
    14675    0.026    0.000    0.026    0.000 op_def_library.py:737(<listcomp>)
14675/13969    0.933    0.000   10.711    0.001 op_def_library.py:299(_apply_op_helper)
    14639    0.011    0.000    0.025    0.000 backprop.py:170(_must_record_gradient)
    14581    0.005    0.000    0.005    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_Py_TapeSetStopOnThread}
    14581    0.005    0.000    0.005    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_Py_TapeSetRestartOnThread}
    14476    0.028    0.000    0.067    0.000 gradients_util.py:395(_MaybeCaptured)
    14424    0.005    0.000    0.008    0.000 function.py:422(<genexpr>)
    14146    0.003    0.000    0.003    0.000 gradients_util.py:292(_maybe_colocate_with)
    14039    0.012    0.000    0.033    0.000 tensor_shape.py:1230(as_shape)
    13492    0.006    0.000    0.006    0.000 op_def_library.py:46(_AttrValue)
    13438    0.023    0.000    1.291    0.000 save.py:108(list_dependencies)
    13216    0.014    0.000    0.034    0.000 backend.py:639(get_graph)
    13207    0.002    0.000    0.002    0.000 {method 'append' of 'collections.deque' objects}
    12946    0.004    0.000    0.004    0.000 function.py:1964(graph)
    12748    0.006    0.000    0.008    0.000 inspect.py:2799(<genexpr>)
    12524    0.006    0.000    0.006    0.000 function.py:2566(<genexpr>)
    12261    0.013    0.000    0.016    0.000 inspect.py:158(isfunction)
    12166    0.005    0.000    0.008    0.000 gradients_util.py:836(_FilterGrad)
    12048    0.012    0.000    0.045    0.000 _collections_abc.py:657(get)
    12028    0.023    0.000    0.110    0.000 ops.py:5325(control_dependencies)
    11938    0.150    0.000    3.509    0.000 graph_only_ops.py:29(graph_placeholder)
    11910    0.006    0.000    0.006    0.000 base_layer.py:1246(trainable)
    11707    0.012    0.000    0.020    0.000 ops.py:4579(add_op)
    11604    0.016    0.000    0.809    0.000 base_layer.py:1235(<genexpr>)
    11554    0.038    0.000    0.244    0.000 ops.py:5291(_colocate_with_for_gradient)
    11418    0.060    0.000    0.270    0.000 base_layer.py:2958(_dedup_weights)
    11352    0.162    0.000    0.166    0.000 enum.py:289(__call__)
    11352    0.004    0.000    0.004    0.000 enum.py:531(__new__)
11338/11258    0.023    0.000    0.550    0.000 {built-in method numpy.core._multiarray_umath.implement_array_function}
    11240    0.206    0.000    0.209    0.000 {method 'reduce' of 'numpy.ufunc' objects}
    11072    0.007    0.000    0.007    0.000 {method 'add' of 'google.protobuf.pyext._message.RepeatedCompositeContainer' objects}
    10965    0.043    0.000    0.106    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_Py_TapeSetRecordOperation}
    10965    0.009    0.000    0.115    0.000 tape.py:177(record_operation)
    10964    0.003    0.000    0.003    0.000 {method 'isidentifier' of 'str' objects}
    10964    0.024    0.000    0.194    0.000 inspect.py:2467(__init__)
    10964    0.002    0.000    0.002    0.000 inspect.py:2525(annotation)
    10964    0.002    0.000    0.002    0.000 inspect.py:2529(kind)
    10929    0.006    0.000    0.017    0.000 ops.py:4258(get_name_scope)
    10880    0.013    0.000    0.249    0.000 ops.py:5314(colocate_with)
    10793    0.227    0.000    0.227    0.000 {method 'ParseFromString' of 'google.protobuf.pyext._message.CMessage' objects}
    10793    0.011    0.000    0.011    0.000 {built-in method tensorflow.python._pywrap_tf_session.TF_GetBuffer}
    10724    0.001    0.000    0.001    0.000 inspect_utils.py:84(<genexpr>)
    10688    0.004    0.000    0.012    0.000 graph_view.py:63(<genexpr>)
    10670    0.002    0.000    0.002    0.000 ops.py:4634(<genexpr>)
    10552    0.005    0.000    0.007    0.000 tensor_shape.py:704(as_dimension)
    10536    0.014    0.000    0.022    0.000 tensor_conversion_registry.py:114(get)
    10500    0.003    0.000    0.003    0.000 ops.py:4575(control_inputs)
    10485    0.015    0.000    0.074    0.000 {method 'join' of 'str' objects}
    10447    0.010    0.000    0.010    0.000 {method '__array__' of 'numpy.ndarray' objects}
    10447    0.008    0.000    0.018    0.000 function.py:2626(_as_ndarray)
10412/8854    0.019    0.000    0.480    0.000 base.py:453(_method_wrapper)
    10395    0.015    0.000    0.030    0.000 ops.py:407(name)
    10323    0.006    0.000    0.006    0.000 {method 'decode' of 'bytes' objects}
    10316    0.005    0.000    0.006    0.000 ops.py:4584(op_in_group)
    10290    0.028    0.000    0.028    0.000 {built-in method tensorflow.python._pywrap_tf_session.TF_OperationGetAttrType}
    10290    0.035    0.000    0.064    0.000 ops.py:2510(_get_attr_type)
    10125    0.015    0.000    0.015    0.000 ops.py:4522(__init__)
    10125    0.029    0.000    0.064    0.000 ops.py:4557(__enter__)
    10125    0.018    0.000    0.063    0.000 ops.py:4567(__exit__)
    10125    0.008    0.000    0.017    0.000 ops.py:4589(_push_control_dependencies_controller)
    10125    0.014    0.000    0.035    0.000 ops.py:4592(_pop_control_dependencies_controller)
    10125    0.014    0.000    0.034    0.000 ops.py:4646(control_dependencies)
    10117    0.004    0.000    0.004    0.000 {built-in method from_iterable}
    10073    0.002    0.000    0.002    0.000 ops.py:757(value_index)
    10061    0.015    0.000    0.031    0.000 tensor_spec.py:90(__eq__)
     9984    0.010    0.000    0.022    0.000 object_identity.py:134(__setitem__)
     9901    0.020    0.000    0.056    0.000 func_graph.py:321(control_dependencies)
     9884    0.005    0.000    0.005    0.000 __init__.py:1614(isEnabledFor)
     9884    0.004    0.000    0.004    0.000 tf_logging.py:93(get_logger)
     9879    0.010    0.000    0.016    0.000 __init__.py:1429(log)
     9879    0.019    0.000    0.039    0.000 tf_logging.py:210(vlog)
     9841    0.049    0.000    3.282    0.000 func_graph.py:644(_capture_helper)
9659/9361    0.019    0.000    0.056    0.000 tracking.py:440(wrapped)
     9644    0.026    0.000    0.113    0.000 ops.py:1039(numpy)
     9596    0.017    0.000    0.017    0.000 {method 'extend' of 'google.protobuf.pyext._message.RepeatedCompositeContainer' objects}
     9566    0.003    0.000    0.003    0.000 function.py:2014(<listcomp>)
     9566    0.033    0.000    0.053    0.000 function.py:2008(captured_inputs)
     9562    0.019    0.000    0.101    0.000 nest.py:1379(flatten_with_tuple_paths)
     9460    0.024    0.000    0.024    0.000 {built-in method tensorflow.python._pywrap_tf_session.TF_GraphSetTensorShape_wrapper}
     9460    0.044    0.000    0.092    0.000 ops.py:616(set_shape)
     9424    0.006    0.000    0.008    0.000 indexed_slices.py:283(internal_convert_to_tensor_or_indexed_slices)
     9397    0.006    0.000    0.006    0.000 {method 'WhichOneof' of 'google.protobuf.pyext._message.CMessage' objects}
     9358    0.004    0.000    0.004    0.000 gradients_util.py:604(<genexpr>)
     9249    0.007    0.000    0.026    0.000 control_flow_util.py:107(IsLoopExit)
9240/4760    0.014    0.000    0.022    0.000 data_structures.py:756(__getattribute__)
     9153    0.015    0.000    0.024    0.000 context.py:1831(ensure_initialized)
     9152    0.457    0.000    1.437    0.000 data_structures.py:195(_layers)
     9122    0.015    0.000    0.055    0.000 ops.py:6013(get_name_scope)
     9088    0.007    0.000    0.007    0.000 ag_ctx.py:49(__init__)
     9088    0.012    0.000    0.025    0.000 ag_ctx.py:53(__enter__)
     9088    0.030    0.000    0.067    0.000 ag_ctx.py:61(__exit__)
     9067    0.004    0.000    0.004    0.000 context.py:127(executor_type)
     9067    0.009    0.000    0.009    0.000 context.py:1056(function_call_options)
     9055    0.017    0.000    0.018    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_Py_TapeSetPossibleGradientTypes}
     9055    0.010    0.000    0.027    0.000 tape.py:220(could_possibly_record)
     9055    0.009    0.000    0.009    0.000 function.py:265(__init__)
     9055    0.002    0.000    0.002    0.000 function.py:268(__enter__)
     9055    0.007    0.000    0.007    0.000 function.py:271(__exit__)
     9055    0.265    0.000  111.373    0.012 function.py:509(call)
9055/8990    0.154    0.000  123.716    0.014 function.py:1850(_call_flat)
     9055    0.123    0.000    0.495    0.000 function.py:2151(_build_call_outputs)
     8980    0.003    0.000    0.003    0.000 trace.py:85(__enter__)
     8980    0.010    0.000    0.010    0.000 trace.py:52(__init__)
     8980    0.004    0.000    0.004    0.000 trace.py:123(__exit__)
     8976    0.006    0.000    0.006    0.000 trace.py:89(set_metadata)
8976/8846    0.168    0.000  129.925    0.015 def_function.py:757(__call__)
8976/8846    0.105    0.000  129.466    0.015 def_function.py:798(_call)
     8976    0.018    0.000    0.024    0.000 function.py:1844(<listcomp>)
     8976    0.058    0.000  121.555    0.014 function.py:1827(_filtered_call)
8956/8851    0.049    0.000  112.146    0.013 function.py:2825(__call__)
     8882    0.003    0.000    0.003    0.000 function.py:223(<genexpr>)
     8874    0.002    0.000    0.002    0.000 object_identity.py:38(unwrapped)
     8834    0.022    0.000    0.160    0.000 ops.py:5202(device)
     8804    0.010    0.000    0.022    0.000 ag_ctx.py:35(control_status_ctx)
     8789    0.011    0.000    0.282    0.000 base_layer.py:2844(<genexpr>)
     8789    0.036    0.000    0.324    0.000 base_layer.py:2835(_gather_children_attribute)
     8732  104.685    0.012  104.685    0.012 {built-in method tensorflow.python._pywrap_tfe.TFE_Py_Execute}
     8732    0.048    0.000  104.742    0.012 execute.py:33(quick_execute)
     8724    0.006    0.000    0.011    0.000 api.py:153(is_autograph_artifact)
     8710    0.032    0.000    0.071    0.000 def_function.py:1171(__get__)
     8677    0.006    0.000    0.013    0.000 tensor_shape.py:838(ndims)
     8666    0.030    0.000    0.059    0.000 context.py:827(device)
     8666    0.011    0.000    0.011    0.000 context.py:1733(__init__)
     8666    0.046    0.000    0.066    0.000 context.py:1738(__enter__)
     8666    0.032    0.000    0.048    0.000 context.py:1772(__exit__)
     8666    0.022    0.000    0.106    0.000 context.py:2016(device)
     8666    0.010    0.000    0.012    0.000 device.py:45(is_device_spec)
     8650    0.061    0.000    0.273    0.000 api.py:157(tf_convert)
     8646    0.016    0.000    0.020    0.000 func_graph.py:669(add_capture)
     8646    0.052    0.000    3.123    0.000 func_graph.py:1123(_create_substitute_placeholder)
 8640/960    0.070    0.000    3.866    0.004 api.py:273(wrapper)
     8640    0.034    0.000    0.163    0.000 api.py:271(call_with_unspecified_conversion_status)
     8586    0.013    0.000    0.013    0.000 {built-in method tensorflow.python._pywrap_tf_session.TF_OperationOutputConsumers_wrapper}
     8586    0.007    0.000    0.021    0.000 ops.py:772(<listcomp>)
     8586    0.011    0.000    0.048    0.000 ops.py:762(consumers)
     8520    0.038    0.000    0.116    0.000 def_function.py:91(_get_counter)
     8517    0.024    0.000    0.024    0.000 def_function.py:72(called_without_tracing)
     8517    0.044    0.000    0.184    0.000 def_function.py:97(called_without_tracing)
     8427    0.016    0.000    0.020    0.000 {method 'sort' of 'list' objects}
     8348    0.003    0.000    0.005    0.000 ops.py:193(_as_graph_element)
     8320    0.007    0.000    0.081    0.000 gradients_util.py:230(_IsBackpropagatable)
     8236    0.007    0.000    0.052    0.000 distribution_strategy_context.py:179(get_strategy)
     8233    0.004    0.000    0.004    0.000 ops.py:3003(<lambda>)
     8160    0.011    0.000    0.062    0.000 optimizer_v2.py:635(<genexpr>)
     8126    0.023    0.000    0.149    0.000 data_structures.py:208(layers)
     8122    1.001    0.000    1.001    0.000 environment.py:228(<listcomp>)
     8122    1.209    0.000    6.004    0.001 environment.py:221(get_weights)
     8112    0.006    0.000    0.009    0.000 graph_view.py:51(_escape_local_name)
     8072    0.069    0.000    0.079    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_Py_RecordGradient}
     8072    0.011    0.000    0.138    0.000 backprop.py:174(_record_gradient)
     8051    0.004    0.000    0.004    0.000 reportviews.py:189(__call__)
     8008    0.008    0.000    0.014    0.000 tensor_shape.py:252(is_compatible_with)
     8000    0.016    0.000    0.092    0.000 ops.py:977(__float__)
7940/5305    0.010    0.000    0.013    0.000 tensor_util.py:219(_GetDenseDimensions)
     7828    0.005    0.000    0.011    0.000 base.py:577(_maybe_initialize_trackable)
     7779    0.006    0.000    0.023    0.000 gradients_util.py:845(<genexpr>)
     7720    0.017    0.000    0.050    0.000 tf_utils.py:339(is_symbolic_tensor)
     7712    0.015    0.000    0.066    0.000 distribute_lib.py:347(_require_strategy_scope_extended)
     7712    0.018    0.000    0.308    0.000 distribute_lib.py:2896(colocate_vars_with)
     7696    0.013    0.000    0.067    0.000 distribution_strategy_context.py:199(has_strategy)
     7696    0.007    0.000    0.007    0.000 distribution_strategy_context.py:312(_get_default_strategy)
     7680    0.011    0.000    0.011    0.000 resource_variable_ops.py:573(constraint)
     7680    0.005    0.000    0.005    0.000 distribute_lib.py:242(get_update_replica_id)
     7680    0.006    0.000    0.006    0.000 distribute_lib.py:253(__init__)
     7680    0.011    0.000    0.016    0.000 distribute_lib.py:257(__enter__)
     7680    0.013    0.000    0.013    0.000 distribute_lib.py:261(__exit__)
     7680    0.009    0.000    0.091    0.000 distribute_lib.py:791(scope)
     7680    0.011    0.000    0.011    0.000 distribute_lib.py:1991(_container_strategy)
     7680    0.026    0.000    0.084    0.000 distribute_lib.py:2168(reduce_to)
     7680    0.073    0.000    2.777    0.000 distribute_lib.py:2233(update)
     7680    0.022    0.000    0.068    0.000 distribute_lib.py:2853(__init__)
     7680    0.029    0.000    0.274    0.000 distribute_lib.py:2863(__enter__)
     7680    0.027    0.000    0.126    0.000 distribute_lib.py:2872(__exit__)
     7680    0.014    0.000    0.082    0.000 distribute_lib.py:2892(_scope)
     7680    0.003    0.000    0.003    0.000 distribute_lib.py:2947(_reduce_to)
     7680    0.020    0.000    1.887    0.000 distribute_lib.py:2952(_update)
     7680    0.066    0.000    1.868    0.000 distribute_lib.py:2957(_update_non_slot)
     7680    0.003    0.000    0.003    0.000 distribute_lib.py:2970(_local_results)
     7680    0.079    0.000    1.420    0.000 optimizer_v2.py:591(apply_grad_to_update_var)
     7680    0.010    0.000    0.044    0.000 optimizer_v2.py:621(_assume_mirrored)
     7680    0.028    0.000    0.892    0.000 gen_training_ops.py:1384(resource_apply_adam)
     7680    0.104    0.000    1.210    0.000 adam.py:165(_resource_apply_dense)
     7657    0.005    0.000    0.022    0.000 gradients_util.py:847(<genexpr>)
     7625    0.009    0.000    0.037    0.000 ops.py:3636(as_graph_element)
     7625    0.014    0.000    0.027    0.000 ops.py:3672(_as_graph_element_locked)
     7547    0.028    0.000    0.441    0.000 base_layer.py:1311(trainable_weights)
     7536    0.037    0.000    0.305    0.000 backend.py:489(deprecated_internal_learning_phase_scope)
7486/3270    0.009    0.000    0.029    0.000 data_structures.py:80(wrap_or_unwrap)
7462/2370    0.007    0.000    0.058    0.000 data_structures.py:103(sticky_attribute_assignment)
     7422    0.042    0.000    0.146    0.000 meta_graph.py:474(_strip_node_default_valued_attrs)
     7266    0.009    0.000    0.086    0.000 ops.py:3264(<listcomp>)
     7266    0.007    0.000    0.042    0.000 ops.py:3779(get_operation_by_name)
7260/5130    0.015    0.000    0.085    0.000 training.py:322(__setattr__)
 7256/112    0.007    0.000    0.013    0.000 json_utils.py:47(_encode_tuple)
     7250    0.022    0.000    0.034    0.000 gradients_util.py:769(_SetGrad)
     7016    0.006    0.000    0.027    0.000 _collections_abc.py:664(__contains__)
     6796    0.004    0.000    0.005    0.000 tensor_shape.py:1169(<genexpr>)
     6796    0.011    0.000    0.011    0.000 func_graph.py:743(<listcomp>)
     6796    0.011    0.000    0.024    0.000 func_graph.py:740(internal_captures)
     6758    0.003    0.000    0.007    0.000 nested_structure_coder.py:157(_is_named_tuple)
     6643    0.001    0.000    0.001    0.000 {method 'extend' of 'collections.deque' objects}
     6598    0.003    0.000    0.003    0.000 function.py:501(name)
     6573    0.076    0.000    0.126    0.000 gradients_util.py:460(_Consumers)
     6534    0.008    0.000    0.018    0.000 ops.py:3297(_is_function)
     6496    0.003    0.000    0.004    0.000 def_function.py:1036(<genexpr>)
     6347    0.001    0.000    0.001    0.000 {method 'remove' of 'set' objects}
6334/5926    0.022    0.000    7.061    0.001 def_function.py:1052(_get_concrete_function_garbage_collected)
6334/6134    0.076    0.000    4.830    0.001 function.py:2870(_get_concrete_function_garbage_collected)
6326/5918    0.010    0.000    6.969    0.001 def_function.py:1091(get_concrete_function)
     6326    0.002    0.000    0.002    0.000 function.py:3780(release)
     6240    0.002    0.000    0.002    0.000 data_structures.py:431(_non_append_mutation)
     6240    0.002    0.000    0.002    0.000 data_structures.py:447(_external_modification)
6216/1404    0.160    0.000    5.376    0.004 save_impl.py:546(get_concrete_function)
     6188    0.007    0.000    0.015    0.000 tensor_shape.py:1180(as_list)
     6150    0.006    0.000    0.008    0.000 tensor_shape.py:1191(<listcomp>)
     5917    0.003    0.000    0.003    0.000 traceable_stack.py:83(__init__)
     5911    0.031    0.000    0.052    0.000 ops.py:5601(_get_outer_context_and_inner_device_stack)
     5885    0.007    0.000    0.018    0.000 ops.py:1922(<listcomp>)
     5781    0.025    0.000    2.257    0.000 array_ops.py:244(identity)
     5781    0.030    0.000    2.045    0.000 gen_array_ops.py:3973(identity)
     5679    0.005    0.000    0.007    0.000 ops.py:517(<listcomp>)
     5679    0.015    0.000    0.080    0.000 ops.py:515(_shape_as_list)
     5679    0.006    0.000    0.086    0.000 ops.py:521(_shape_tuple)
     5602    0.003    0.000    0.003    0.000 ops.py:4054(_original_op)
     5552    0.009    0.000    0.713    0.000 tensor_conversion_registry.py:50(_default_conversion_function)
     5548    0.002    0.000    0.003    0.000 module.py:302(_is_module)
     5496    0.006    0.000    0.043    0.000 base.py:498(no_automatic_dependency_tracking_scope)
     5496    0.004    0.000    0.013    0.000 base.py:549(_setattr_tracking)
     5350    0.026    0.000    0.032    0.000 tensor_util.py:339(_is_array_like)
     5350    0.157    0.000    0.701    0.000 tensor_util.py:360(make_tensor_proto)
     5319    0.006    0.000    0.019    0.000 context.py:2006(eager_mode)
     5305    0.010    0.000    0.105    0.000 tensor_util.py:309(_AssertCompatible)
     5242    0.006    0.000    0.006    0.000 fromnumeric.py:74(<dictcomp>)
     5242    0.031    0.000    0.162    0.000 fromnumeric.py:73(_wrapreduction)
     5236    0.004    0.000    0.004    0.000 resource_variable_ops.py:588(trainable)
 5140/304    0.011    0.000    0.085    0.000 generic_utils.py:235(serialize_keras_object)
     5118    0.003    0.000    0.003    0.000 context.py:808(scope_name)
     5111    0.002    0.000    0.006    0.000 _asarray.py:16(asarray)
     5078    0.005    0.000    0.016    0.000 control_flow_util.py:92(IsSwitch)
     5044    0.016    0.000    0.101    0.000 resource_variable_ops.py:329(variable_accessed)
     4990    0.007    0.000    0.007    0.000 {built-in method tensorflow.python._pywrap_tf_session.EqualAttrValueWrapper}
     4902    0.002    0.000    0.002    0.000 tensor_spec.py:63(shape)
     4848    0.002    0.000    0.002    0.000 base.py:649(_checkpoint_dependencies)
     4803    0.004    0.000    0.057    0.000 def_function.py:1042(<genexpr>)
     4736    0.006    0.000    0.082    0.000 graph_view.py:158(list_dependencies)
     4736    0.005    0.000    1.162    0.000 save.py:137(list_extra_dependencies)
     4724    0.003    0.000    0.005    0.000 object_identity.py:227(__iter__)
     4709    0.004    0.000    0.008    0.000 op_def_library.py:416(<genexpr>)
     4709    0.003    0.000    0.009    0.000 op_def_library.py:532(<genexpr>)
     4679    0.005    0.000    0.018    0.000 gradients_util.py:302(_IsPartitionedCall)
     4679    0.019    0.000    0.097    0.000 gradients_util.py:731(_UpdatePendingAndEnqueueReady)
     4679    0.003    0.000    0.003    0.000 gradients_util.py:816(_GetGrads)
     4679    0.027    0.000    1.029    0.000 gradients_util.py:911(_AggregatedGrads)
     4602    0.002    0.000    0.004    0.000 function.py:730(<genexpr>)
     4528    0.009    0.000    0.019    0.000 weakref.py:244(values)
     4460    0.016    0.000    0.128    0.000 ops.py:5744(executing_eagerly_outside_functions)
     4408    0.004    0.000    0.009    0.000 training.py:328(<genexpr>)
     4396    0.004    0.000    0.007    0.000 nest.py:96(_sorted)
     4340    0.002    0.000    0.002    0.000 base.py:984(_list_extra_dependencies_for_serialization)
     4320    0.006    0.000    0.068    0.000 _asarray.py:88(asanyarray)
 4316/760    0.014    0.000    0.081    0.000 nested_structure_coder.py:78(_map_structure)
     4316    0.002    0.000    0.003    0.000 nested_structure_coder.py:133(can_encode)
     4285    0.006    0.000    0.006    0.000 {built-in method _abc._abc_subclasscheck}
     4285    0.002    0.000    0.009    0.000 abc.py:141(__subclasscheck__)
     4282    0.002    0.000    0.002    0.000 gradients_util.py:774(<listcomp>)
     4280    0.031    0.000    0.032    0.000 _methods.py:50(_count_reduce_items)
     4240    0.002    0.000    0.002    0.000 fromnumeric.py:3227(_mean_dispatcher)
     4240    0.050    0.000    0.301    0.000 fromnumeric.py:3231(mean)
     4240    0.064    0.000    0.251    0.000 _methods.py:134(_mean)
     4240    0.015    0.000    0.328    0.000 <__array_function__ internals>:2(mean)
     4228    0.005    0.000    0.005    0.000 {method 'ravel' of 'numpy.ndarray' objects}
     4228    0.012    0.000    0.020    0.000 tensor_util.py:186(GetFromNumpyDTypeDict)
     4228    0.007    0.000    0.028    0.000 tensor_util.py:194(GetNumpyAppendFn)
     4215    0.003    0.000    0.004    0.000 inspect.py:80(ismethod)
     4127    0.007    0.000    0.007    0.000 {method 'copy' of 'numpy.ndarray' objects}
     4080    0.036    0.000    2.238    0.001 environment.py:230(get_state)
     4041    0.013    0.000    0.013    0.000 hash_weights.py:37(__init__)
     4041   11.196    0.003   80.145    0.020 environment.py:354(_get_HashWeights)
     4040    0.002    0.000    0.002    0.000 fromnumeric.py:2546(_amax_dispatcher)
     4040    0.015    0.000    0.145    0.000 fromnumeric.py:2551(amax)
     4040    0.009    0.000    0.163    0.000 <__array_function__ internals>:2(amax)
     4040    0.556    0.000   39.175    0.010 base.py:83(run)
